Id,DateTime,StatusCode,StatusDescription,HttpMethod,AbsoluteUri,PathInfo,RequestBody,RequestDto,UserAuthId,SessionId,IpAddress,ForwardedFor,Referer,Headers,FormData,Items,Session,ResponseDto,ErrorResponse,ExceptionSource,ExceptionData,RequestDuration
1,2018-05-04T11:20:18.0472516Z,200,OK,GET,http://localhost:55625/hello/dave,/hello/dave,,"{}",,,::1,,,"{Connection:keep-alive,Accept:""text/html,application/xhtml+xml,application/xml;q=0.9,image/webp,image/apng,*/*;q=0.8"",Accept-Encoding:""gzip, deflate, br"",Accept-Language:""en-GB,en-US;q=0.9,en;q=0.8"",Host:""localhost:55625"",User-Agent:""Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/66.0.3359.139 Safari/537.36"",Upgrade-Insecure-Requests:1}","{}","{AspSessionIDManagerInitializeRequestCalled:True,__route:ServiceStack.Host.RestPath,_requestDurationStopwatch:System.Diagnostics.Stopwatch,_logged:True}",,InProcRequest1 response,,,,PT0.0012552S
